Fever,Tiredness,Dry-Cough,Difficulty-in-Breathing,Sore-Throat,None_Sympton,Pains,Nasal-Congestion,Runny-Nose,Diarrhea,None_Experiencing,Age_0-9,Age_10-19,Age_20-24,Age_25-59,Age_60+,Gender_Female,Gender_Male,Gender_Transgender,Severity_Mild,Severity_Moderate,Severity_None,Severity_Severe,Contact_Dont-Know,Contact_No,Contact_Yes,Symptoms_Score,Condition,Result
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.7777777777777777,0.22546382629768522,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.7777777777777777,0.23035951533276314,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.7777777777777777,0.8269764797487441,1
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.7777777777777777,0.2253305470140459,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.6666666666666666,0.2248824452364943,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.6666666666666666,0.22907875012370396,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.6666666666666666,0.7404647196231162,1
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.6666666666666666,0.22476820585051774,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.8888888888888888,0.22604520735887615,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.8888888888888888,0.004651048489527281,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.8888888888888888,0.004651048489527281,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.8888888888888888,0.2316402805418223,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.8888888888888888,0.010246121672473466,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.8888888888888888,0.010246121672473466,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.8888888888888888,0.9134882398743719,1
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.8888888888888888,0.6920940810050231,1
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.8888888888888888,0.6920940810050231,1
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.8888888888888888,0.22589288817757402,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.7777777777777777,0.22546382629768522,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.7777777777777777,0.23035951533276314,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.7777777777777777,0.8269764797487441,1
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.7777777777777777,0.2253305470140459,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.6666666666666666,0.2248824452364943,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.6666666666666666,0.22907875012370396,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.6666666666666666,0.7404647196231162,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.6666666666666666,0.22476820585051774,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.7777777777777777,0.22546382629768522,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.7777777777777777,0.23035951533276314,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.7777777777777777,0.8269764797487441,1
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.7777777777777777,0.2253305470140459,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.6666666666666666,0.2248824452364943,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.6666666666666666,0.22907875012370396,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.6666666666666666,0.7404647196231162,1
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.6666666666666666,0.22476820585051774,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.6666666666666666,0.2248824452364943,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.6666666666666666,0.22907875012370396,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.6666666666666666,0.7404647196231162,1
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.6666666666666666,0.22476820585051774,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.6666666666666666,0.0033740469811688765,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.5555555555555556,0.2243010641753034,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.5555555555555556,0.0029069053059545503,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.5555555555555556,0.0029069053059545503,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.5555555555555556,0.22779798491464476,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.5555555555555556,0.006403826045295916,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.5555555555555556,0.006403826045295916,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.5555555555555556,0.6539529594974883,1
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.5555555555555556,0.43255880062813945,1
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.5555555555555556,0.43255880062813945,1
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.5555555555555556,0.22420586468698958,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.5555555555555556,0.0028117058176407306,0
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.5555555555555556,0.0028117058176407306,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.8888888888888888,0.22604520735887615,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.8888888888888888,0.004651048489527281,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.8888888888888888,0.004651048489527281,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.8888888888888888,0.2316402805418223,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.8888888888888888,0.010246121672473466,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.8888888888888888,0.010246121672473466,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.8888888888888888,0.9134882398743719,1
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.8888888888888888,0.6920940810050231,1
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.8888888888888888,0.6920940810050231,1
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.8888888888888888,0.22589288817757402,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.8888888888888888,0.004498729308225169,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.7777777777777777,0.22546382629768522,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.7777777777777777,0.004069667428336371,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.7777777777777777,0.23035951533276314,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.7777777777777777,0.008965356463414282,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.7777777777777777,0.8269764797487441,1
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.7777777777777777,0.6055823208793952,1
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.7777777777777777,0.2253305470140459,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,0.7777777777777777,0.0039363881446970225,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,0,1,0.6666666666666666,0.2248824452364943,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,0,1,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9999999999999998,0.0,0.0,0.0,1,0,0,0.6666666666666666,0.0034882863671454605,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0.6666666666666666,0.22907875012370396,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1,0,0,0.6666666666666666,0.007684591254355099,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,0,1,0.6666666666666666,0.7404647196231162,1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,1,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1,0,0,0.6666666666666666,0.5190705607537673,1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0.6666666666666666,0.22476820585051774,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,0.6666666666666666,0.0033740469811688765,0
